:START_ID,:END_ID,:TYPE
300385,100000003,belong_to
300391,100000003,belong_to
300400,100000003,belong_to
300402,100000003,belong_to
300411,100000003,belong_to
300415,100000003,belong_to
300420,100000003,belong_to
300421,100000003,belong_to
300425,100000003,belong_to
300427,100000003,belong_to
300434,100000003,belong_to
300435,100000003,belong_to
300441,100000003,belong_to
300442,100000003,belong_to
300443,100000003,belong_to
600062,100000004,belong_to
600079,100000004,belong_to
600080,100000004,belong_to
600085,100000004,belong_to
600129,100000004,belong_to
600161,100000004,belong_to
600196,100000004,belong_to
600200,100000004,belong_to
600201,100000004,belong_to
600211,100000004,belong_to
600216,100000004,belong_to
600222,100000004,belong_to
600252,100000004,belong_to
600267,100000004,belong_to
600276,100000004,belong_to
600285,100000004,belong_to
600329,100000004,belong_to
600332,100000004,belong_to
600351,100000004,belong_to
600380,100000004,belong_to
600420,100000004,belong_to
600422,100000004,belong_to
600436,100000004,belong_to
600466,100000004,belong_to
600479,100000004,belong_to
600488,100000004,belong_to
600513,100000004,belong_to
600518,100000004,belong_to
600521,100000004,belong_to
600530,100000004,belong_to
600535,100000004,belong_to
600557,100000004,belong_to
600566,100000004,belong_to
600572,100000004,belong_to
600594,100000004,belong_to
600613,100000004,belong_to
600645,100000004,belong_to
600664,100000004,belong_to
600666,100000004,belong_to
600671,100000004,belong_to
600750,100000004,belong_to
600771,100000004,belong_to
600781,100000004,belong_to
600789,100000004,belong_to
600812,100000004,belong_to
600829,100000004,belong_to
600867,100000004,belong_to
600976,100000004,belong_to
600993,100000004,belong_to
603168,100000004,belong_to
603222,100000004,belong_to
603456,100000004,belong_to
603567,100000004,belong_to
603998,100000004,belong_to
000004,100000004,belong_to
000078,100000004,belong_to
000153,100000004,belong_to
000403,100000004,belong_to
000423,100000004,belong_to
000513,100000004,belong_to
000518,100000004,belong_to
000538,100000004,belong_to
000566,100000004,belong_to
000590,100000004,belong_to
000597,100000004,belong_to
000606,100000004,belong_to
000623,100000004,belong_to
000650,100000004,belong_to
000661,100000004,belong_to
000739,100000004,belong_to
000756,100000004,belong_to
000766,100000004,belong_to
000788,100000004,belong_to
000790,100000004,belong_to
000908,100000004,belong_to
000915,100000004,belong_to
000919,100000004,belong_to
000952,100000004,belong_to
000963,100000004,belong_to
000989,100000004,belong_to
000999,100000004,belong_to
002001,100000004,belong_to
002007,100000004,belong_to
002019,100000004,belong_to
002020,100000004,belong_to
002022,100000004,belong_to
002030,100000004,belong_to
002038,100000004,belong_to
002099,100000004,belong_to
002107,100000004,belong_to
002118,100000004,belong_to
002166,100000004,belong_to
002198,100000004,belong_to
002219,100000004,belong_to
002252,100000004,belong_to
002262,100000004,belong_to
002275,100000004,belong_to
002287,100000004,belong_to
002294,100000004,belong_to
002317,100000004,belong_to
002332,100000004,belong_to
002349,100000004,belong_to
002365,100000004,belong_to
002370,100000004,belong_to
002390,100000004,belong_to
002393,100000004,belong_to
002399,100000004,belong_to
002412,100000004,belong_to
002422,100000004,belong_to
002424,100000004,belong_to
002433,100000004,belong_to
002437,100000004,belong_to
002550,100000004,belong_to
002566,100000004,belong_to
002603,100000004,belong_to
002644,100000004,belong_to
002653,100000004,belong_to
002675,100000004,belong_to
002688,100000004,belong_to
002693,100000004,belong_to
002727,100000004,belong_to
002728,100000004,belong_to
002737,100000004,belong_to
002750,100000004,belong_to
300006,100000004,belong_to
300009,100000004,belong_to
300016,100000004,belong_to
300026,100000004,belong_to
300039,100000004,belong_to
300049,100000004,belong_to
300086,100000004,belong_to
300110,100000004,belong_to
300119,100000004,belong_to
300122,100000004,belong_to
300142,100000004,belong_to
300147,100000004,belong_to
300158,100000004,belong_to
300181,100000004,belong_to
300194,100000004,belong_to
300199,100000004,belong_to
300204,100000004,belong_to
300233,100000004,belong_to
300239,100000004,belong_to
300254,100000004,belong_to
300255,100000004,belong_to
300267,100000004,belong_to
300289,100000004,belong_to
300294,100000004,belong_to
300357,100000004,belong_to
300363,100000004,belong_to
300406,100000004,belong_to
300436,100000004,belong_to
300439,100000004,belong_to
600028,100000005,belong_to
600387,100000005,belong_to
600583,100000005,belong_to
600688,100000005,belong_to
600759,100000005,belong_to
600871,100000005,belong_to
601808,100000005,belong_to
601857,100000005,belong_to
603003,100000005,belong_to
000059,100000005,belong_to
000096,100000005,belong_to
000159,100000005,belong_to
000554,100000005,belong_to
000637,100000005,belong_to
000819,100000005,belong_to
002207,100000005,belong_to
002221,100000005,belong_to
002554,100000005,belong_to
002629,100000005,belong_to
300084,100000005,belong_to
300157,100000005,belong_to
300164,100000005,belong_to
300191,100000005,belong_to
600176,100000006,belong_to
600184,100000006,belong_to
600293,100000006,belong_to
600529,100000006,belong_to
600552,100000006,belong_to
600586,100000006,belong_to
600629,100000006,belong_to
600819,100000006,belong_to
600876,100000006,belong_to
601636,100000006,belong_to
603021,100000006,belong_to
603601,100000006,belong_to
000012,100000006,belong_to
002571,100000006,belong_to
002623,100000006,belong_to
300093,100000006,belong_to
300160,100000006,belong_to
300196,100000006,belong_to
300395,100000006,belong_to
600366,100000007,belong_to
600651,100000007,belong_to
600848,100000007,belong_to
601222,100000007,belong_to
601567,100000007,belong_to
603100,100000007,belong_to
000676,100000007,belong_to
000980,100000007,belong_to
000988,100000007,belong_to
002008,100000007,belong_to
002058,100000007,belong_to
002121,100000007,belong_to
002175,100000007,belong_to
002197,100000007,belong_to
002214,100000007,belong_to
002236,100000007,belong_to
002338,100000007,belong_to
002356,100000007,belong_to
002414,100000007,belong_to
002415,100000007,belong_to
002518,100000007,belong_to
002527,100000007,belong_to
002658,100000007,belong_to
300007,100000007,belong_to
300012,100000007,belong_to
300066,100000007,belong_to
300097,100000007,belong_to
300099,100000007,belong_to
300105,100000007,belong_to
300112,100000007,belong_to
300124,100000007,belong_to
300137,100000007,belong_to
300165,100000007,belong_to
300203,100000007,belong_to
300259,100000007,belong_to
300286,100000007,belong_to
300306,100000007,belong_to
300338,100000007,belong_to
