高管姓名,性别,年龄,股票代码,职位,:LABEL,PersonId:ID
杨运杰,男,52,000820,独立董事,人,1013687
朱碧新,男,53,603128,"董事长,董事",人,1013688
陈宇,男,46,603128,董事,人,1013689
曾之杰,男,50,603128,董事,人,1013690
王友前,男,30,603128,董事,人,1013691
张敏,女,,603128,董事,人,1013692
孙晋,,,603128,董事,人,1013693
林建清,男,64,603128,独立董事,人,1013694
姚毅,男,,603128,独立董事,人,1013695
茅宁,男,52,603128,独立董事,人,1013696
周洪江,男,54,200869,"董事长,董事",人,1013697
曲为民,男,61,200869,董事,人,1013698
奥古斯都·瑞纳,男,78,200869,董事,人,1013699
阿尔迪诺·玛佐拉迪,男,66,200869,董事,人,1013700
阿皮纳尼·安东尼奥,男,,200869,董事,人,1013701
孙利强,男,71,200869,董事,人,1013702
冷斌,男,55,200869,董事,人,1013703
张明,男,45,200869,董事,人,1013704
尉安宁,男,55,200869,董事,人,1013705
王仕刚,男,53,200869,独立董事,人,1013706
王竹泉,男,53,200869,独立董事,人,1013707
刘艳,女,45,200869,独立董事,人,1013708
罗飞,男,66,200869,独立董事,人,1013709
黎仁超,男,54,002630,"董事长,董事",人,1013710
毛继红,男,53,002630,董事,人,1013711
杨向东,男,37,002630,董事,人,1013712
杨春乐,男,52,002630,董事,人,1013713
林雨,男,48,002630,董事,人,1013714
田青,男,61,002630,董事,人,1013715
杜剑,男,49,002630,独立董事,人,1013716
廖中新,男,55,002630,独立董事,人,1013717
何菁,女,50,002630,独立董事,人,1013718
王挺革,男,57,600704,"董事长,董事",人,1013719
陈继达,男,59,600704,"副董事长,董事",人,1013720
周冠女,女,58,600704,董事,人,1013721
沈光明,男,54,600704,董事,人,1013722
姚慧亮,男,46,600704,董事,人,1013723
宋宏炯,男,54,600704,董事,人,1013724
何向东,男,52,600704,董事,人,1013725
贲圣林,男,52,600704,独立董事,人,1013726
谢伟鸣,男,63,600704,独立董事,人,1013727
沈建林,男,50,600704,独立董事,人,1013728
顾国达,男,56,600704,独立董事,人,1013729
简伟文,男,56,002260,名誉董事长,人,1013730
张之珩,男,37,002260,"董事长,董事",人,1013731
陈国辉,男,39,002260,董事,人,1013732
梁锦棋,男,46,002260,独立董事,人,1013733
阮锋,男,72,002260,独立董事,人,1013734
曾国军,男,41,002260,独立董事,人,1013735
卢民,男,53,300208,"董事长,董事",人,1013736
贾玉兰,女,55,300208,"副董事长,董事",人,1013737
贾晓钰,男,34,300208,董事,人,1013738
陈坚,男,52,300208,董事,人,1013739
宋明杰,男,52,300208,董事,人,1013740
赵风雷,男,48,300208,董事,人,1013741
傅瑜,男,55,300208,独立董事,人,1013742
肖红英,女,65,300208,独立董事,人,1013743
孙建强,男,54,300208,独立董事,人,1013744
徐茂顺,男,64,300208,独立董事,人,1013745
马宗海,男,55,600354,"董事长,董事",人,1013746
张绍平,男,53,600354,"副董事长,董事",人,1013747
景方元,男,45,600354,董事,人,1013748
魏其新,男,52,600354,董事,人,1013749
王成基,男,61,600354,董事,人,1013750
周永海,男,54,600354,董事,人,1013751
王建华,女,55,600354,独立董事,人,1013752
石金星,男,62,600354,独立董事,人,1013753
刘志军,女,46,600354,独立董事,人,1013754
朱旭东,男,54,600641,"董事长,董事",人,1013755
程光,男,60,600641,"副董事长,董事",人,1013756
李勇军,男,45,600641,"副董事长,董事",人,1013757
陈孟钊,男,41,600641,董事,人,1013758
孟德庆,男,41,600641,董事,人,1013759
彭诚信,男,44,600641,独立董事,人,1013760
曾庆生,男,44,600641,独立董事,人,1013761
张陆洋,男,61,600641,独立董事,人,1013762
陈小军,男,,000748,"董事长,董事",人,1013763
戴湘桃,男,,000748,董事,人,1013764
朱姗姗,女,58,000748,董事,人,1013765
黎军,男,,000748,董事,人,1013766
张志勇,男,,000748,董事,人,1013767
武士国,男,66,000748,独立董事,人,1013768
余新培,男,,000748,独立董事,人,1013769
张玉川,男,60,000748,独立董事,人,1013770
陈达彬,男,61,600211,"董事长,董事",人,1013771
周裕程,男,31,600211,"副董事长,董事",人,1013772
郭远东,男,47,600211,董事,人,1013773
马列一,男,48,600211,董事,人,1013774
张玲燕,女,46,600211,董事,人,1013775
王刚,男,42,600211,董事,人,1013776
刘学聪,男,34,600211,独立董事,人,1013777
饶洁,男,54,600211,独立董事,人,1013778
刘小进,男,37,600211,独立董事,人,1013779
刘年新,男,62,002325,"董事长,董事",人,1013780
刘望,男,31,002325,董事,人,1013781
徐玉竹,女,44,002325,董事,人,1013782
李庆平,男,44,002325,董事,人,1013783
王肇文,男,71,002325,独立董事,人,1013784
朱莉峰,男,45,002325,独立董事,人,1013785
章成,男,40,002325,独立董事,人,1013786
康国明,男,48,600138,"董事长,董事",人,1013787
刘广明,男,51,600138,"副董事长,董事",人,1013788
张立军,男,50,600138,"副董事长,董事",人,1013789
焦正军,男,54,600138,董事,人,1013790
倪阳平,男,46,600138,董事,人,1013791
林春,男,48,600138,董事,人,1013792
徐曦,男,46,600138,董事,人,1013793
李东辉,男,48,600138,独立董事,人,1013794
周奇凤,男,53,600138,独立董事,人,1013795
黄建华,男,43,600138,独立董事,人,1013796
翟进步,男,45,600138,独立董事,人,1013797
郭留希,男,55,300064,"董事长,董事",人,1013798
刘永奇,男,41,300064,董事,人,1013799
张凯,男,36,300064,董事,人,1013800
张超伟,男,44,300064,董事,人,1013801
杨晋中,男,55,300064,董事,人,1013802
李国选,男,56,300064,董事,人,1013803
张凌,男,62,300064,独立董事,人,1013804
王莉婷,女,53,300064,独立董事,人,1013805
尹效华,男,65,300064,独立董事,人,1013806
周政,男,55,000031,"董事长,董事",人,1013807
曹荣根,男,55,000031,董事,人,1013808
李晋扬,男,49,000031,董事,人,1013809
蒋超,男,60,000031,董事,人,1013810
曾宪锋,男,51,000031,董事,人,1013811
姜勇,男,56,000031,董事,人,1013812
王涌,男,50,000031,独立董事,人,1013813
刘园,女,56,000031,独立董事,人,1013814
袁淳,男,42,000031,独立董事,人,1013815
许德来,男,53,600568,"董事长,董事",人,1013816
叶继革,男,61,600568,"副董事长,董事",人,1013817
陈小峥,男,48,600568,董事,人,1013818
罗淑,女,44,600568,董事,人,1013819
刘丹宁,女,48,600568,董事,人,1013820
孟庆文,男,51,600568,董事,人,1013821
李思,男,57,600568,独立董事,人,1013822
李闯,男,41,600568,独立董事,人,1013823
姜峰,男,56,600568,独立董事,人,1013824
蒯一希,男,60,300434,"董事长,董事",人,1013825
楼金,男,88,300434,"副董事长,董事",人,1013826
林强,男,54,300434,董事,人,1013827
郑志勇,男,50,300434,董事,人,1013828
傅海鹰,男,58,300434,董事,人,1013829
杨柳,女,33,300434,董事,人,1013830
缪永生,男,52,300434,独立董事,人,1013831
马文杰,男,36,300434,独立董事,人,1013832
汪立荔,女,41,300434,独立董事,人,1013833
焦平,男,61,600092,"董事长,董事",人,1013834
葛熙富,男,62,600092,董事,人,1013835
杨智,男,78,600092,董事,人,1013836
宋强,男,66,600092,董事,人,1013837
朱忠明,男,75,600092,独立董事,人,1013838
李成,男,62,600092,独立董事,人,1013839
曹志强,男,43,000932,"董事长,董事",人,1013840
肖骥,男,51,000932,董事,人,1013841
阳向宏,男,46,000932,董事,人,1013842
易佐,男,56,000932,董事,人,1013843
桑杰·夏玛,男,46,000932,董事,人,1013844
张建平,男,52,000932,独立董事,人,1013845
石洪卫,男,55,000932,独立董事,人,1013846
谢岭,男,47,000932,独立董事,人,1013847
管炳春,男,54,000932,独立董事,人,1013848
王义栋,男,50,000898,"董事长,执行董事",人,1013849
李镇,男,48,000898,执行董事,人,1013850
谢俊勇,男,53,000898,执行董事,人,1013851
马连勇,男,56,000898,执行董事,人,1013852
马卫国,男,49,000898,独立非执行董事,人,1013853
吴大军,男,62,000898,独立非执行董事,人,1013854
冯长利,男,55,000898,独立非执行董事,人,1013855
张房有,男,62,600991,"董事长,董事",人,1013856
李建新,男,65,600991,"副董事长,董事",人,1013857
付守杰,男,55,600991,董事,人,1013858
王河广,男,64,600991,董事,人,1013859
水本明彦,男,60,600991,董事,人,1013860
曾庆洪,男,57,600991,董事,人,1013861
辰巳大助,男,62,600991,董事,人,1013862
张建伟,男,60,600991,独立董事,人,1013863
彭光武,男,71,600991,独立董事,人,1013864
龚光明,男,56,600991,独立董事,人,1013865
朱大旗,男,51,600991,独立董事,人,1013866
赵新军,男,51,000877,"董事长,董事",人,1013867
王鲁岩,男,50,000877,董事,人,1013868
顾超,男,,000877,董事,人,1013869
彭建新,男,59,000877,董事,人,1013870
占磊,男,,000877,独立董事,人,1013871
高云飞,男,54,000877,独立董事,人,1013872
李薇,女,51,000877,独立董事,人,1013873
许尚峰,男,58,600587,"董事长,董事",人,1013874
王克旭,男,61,600587,"副董事长,董事",人,1013875
赵小利,男,49,600587,董事,人,1013876
崔洪涛,男,51,600587,董事,人,1013877
赵玉,男,49,600587,董事,人,1013878
高秀华,女,52,600587,独立董事,人,1013879
辛爱玲,女,46,600587,独立董事,人,1013880
赵斌,男,62,600587,独立董事,人,1013881
王世平,男,57,600587,职工董事,人,1013882
王文博,男,35,300121,"董事长,董事",人,1013883
贺玉广,男,51,300121,董事,人,1013884
董瑞国,男,50,300121,董事,人,1013885
马镇,男,64,300121,独立董事,人,1013886
徐文英,女,46,300121,独立董事,人,1013887
匡萍,女,38,300121,独立董事,人,1013888
巨建辉,男,55,002149,"董事长,董事",人,1013889
程志堂,男,58,002149,"副董事长,董事",人,1013890
王林,男,55,002149,"副董事长,董事",人,1013891
张平祥,男,53,002149,董事,人,1013892
杜明焕,男,54,002149,董事,人,1013893
师万雄,男,61,002149,董事,人,1013894
颜学柏,男,56,002149,董事,人,1013895
索小强,男,56,002149,董事,人,1013896
金宝长,男,70,002149,独立董事,人,1013897
刘晶磊,男,47,002149,独立董事,人,1013898
王伟雄,男,49,002149,独立董事,人,1013899
郭斌,男,66,002149,独立董事,人,1013900
吴建明,男,58,002519,"董事长,董事",人,1013901
张红,男,51,002519,"副董事长,董事",人,1013902
薛利军,男,48,002519,董事,人,1013903
白晓旻,女,51,002519,董事,人,1013904
张家书,男,47,002519,董事,人,1013905
庞鹰,女,55,002519,董事,人,1013906
林超,男,53,002519,董事,人,1013907
于北方,女,51,002519,独立董事,人,1013908
黄雄,男,55,002519,独立董事,人,1013909
陈友春,男,65,002519,独立董事,人,1013910
匡建东,男,65,002519,独立董事,人,1013911
张竹筠,男,53,000524,"董事长,董事",人,1013912
李峰,男,48,000524,"副董事长,董事",人,1013913
陈白羽,女,45,000524,董事,人,1013914
郑定全,男,43,000524,董事,人,1013915
冯劲,男,57,000524,董事,人,1013916
康宽永,男,46,000524,董事,人,1013917
田秋生,男,62,000524,独立董事,人,1013918
唐清泉,男,57,000524,独立董事,人,1013919
吴向能,男,43,000524,独立董事,人,1013920
袁小平,男,55,200613,"董事长,董事",人,1013921
汪宏娟,女,42,200613,董事,人,1013922
唐山荣,男,39,200613,董事,人,1013923
唐国平,男,54,200613,独立董事,人,1013924
吴涛,男,40,200613,独立董事,人,1013925
陈索斌,男,54,002094,"董事长,董事",人,1013926
唐风杰,男,53,002094,董事,人,1013927
杜心强,男,47,002094,董事,人,1013928
姜颖,女,46,002094,董事,人,1013929
徐胜锐,男,47,002094,独立董事,人,1013930
王竹泉,男,53,002094,独立董事,人,1013931
王蕊,女,50,002094,独立董事,人,1013932
杨兴强,男,51,000553,"董事长,董事",人,1013933
Chen Lichtenstein,男,51,000553,董事,人,1013934
任建新,男,60,000553,董事,人,1013935
安礼如,男,49,000553,董事,人,1013936
汤云为,男,74,000553,独立董事,人,1013937
席真,男,55,000553,独立董事,人,1013938
吴道洪,男,52,300156,"董事长,董事",人,1013939
钱学杰,男,52,300156,"副董事长,董事",人,1013940
薛逊,男,44,300156,董事,人,1013941
陈金霞,女,44,300156,董事,人,1013942
高章俊,男,40,300156,董事,人,1013943
刘骏,男,41,300156,董事,人,1013944
刘银玲,女,45,300156,董事,人,1013945
王天义,男,72,300156,独立董事,人,1013946
汪月祥,男,50,300156,独立董事,人,1013947
李德峰,男,46,300156,独立董事,人,1013948
王国强,男,51,000800,"董事长,董事",人,1013949
柳长庆,男,47,000800,董事,人,1013950
李艰,男,58,000800,董事,人,1013951
李冲天,男,53,000800,董事,人,1013952
徐世利,男,55,000800,董事,人,1013953
管欣,男,57,000800,独立董事,人,1013954
王爱群,女,54,000800,独立董事,人,1013955
罗玉成,男,53,000800,独立董事,人,1013956
李广胜,男,45,603333,"董事长,董事",人,1013957
骆亚君,男,39,603333,"副董事长,董事",人,1013958
盛业武,男,49,603333,董事,人,1013959
姜向东,男,44,603333,董事,人,1013960
李广文,男,42,603333,董事,人,1013961
孔敏智,男,57,603333,董事,人,1013962
郑晓泉,男,64,603333,独立董事,人,1013963
马桦,女,48,603333,独立董事,人,1013964
汪昌云,男,54,603333,独立董事,人,1013965
伊廷雷,男,46,300443,"董事长,董事",人,1013966
李新生,男,47,300443,董事,人,1013967
周丽,女,44,300443,董事,人,1013968
伊廷学,男,56,300443,董事,人,1013969
伊廷瑞,男,49,300443,董事,人,1013970
徐慧,女,47,300443,董事,人,1013971
杨校生,男,66,300443,独立董事,人,1013972
郭廷友,男,60,300443,独立董事,人,1013973
郑元武,男,41,300443,独立董事,人,1013974
余政,男,58,000416,"董事长,董事",人,1013975
刘冰,男,61,000416,"副董事长,董事",人,1013976
陈家华,男,54,000416,董事,人,1013977
严兴农,男,58,000416,董事,人,1013978
陈良栋,男,47,000416,董事,人,1013979
冯壮勇,男,50,000416,董事,人,1013980
鲁桂华,男,50,000416,独立董事,人,1013981
钱爱民,女,48,000416,独立董事,人,1013982
李慧中,男,,000416,独立董事,人,1013983
王雅军,男,56,300013,"董事长,董事",人,1013984
曾卓,男,38,300013,"副董事长,董事",人,1013985
谭平江,男,52,300013,董事,人,1013986
张瑜,女,36,300013,董事,人,1013987
周博,男,38,300013,董事,人,1013988
伍晓慧,女,52,300013,董事,人,1013989
杨靖超,男,45,300013,独立董事,人,1013990
万解秋,男,63,300013,独立董事,人,1013991
董惠良,男,65,300013,独立董事,人,1013992
卢志强,男,66,000046,"董事长,董事",人,1013993
李明海,男,52,000046,"副董事长,董事",人,1013994
韩晓生,男,61,000046,董事,人,1013995
陈怀东,男,41,000046,董事,人,1013996
陈基建,男,54,000046,董事,人,1013997
张喜芳,男,44,000046,董事,人,1013998
宋宏谋,男,,000046,董事,人,1013999
余政,男,58,000046,董事,人,1014000
冯鹤年,男,,000046,董事,人,1014001
张博,男,44,000046,董事,人,1014002
赵晓夏,男,54,000046,董事,人,1014003
赵英伟,男,47,000046,董事,人,1014004
陈飞翔,男,62,000046,独立董事,人,1014005
孔爱国,男,51,000046,独立董事,人,1014006
胡坚,女,54,000046,独立董事,人,1014007
余玉苗,男,,000046,独立董事,人,1014008
徐信忠,男,,000046,独立董事,人,1014009
朱慈蕴,女,,000046,独立董事,人,1014010
潘爱华,男,60,002581,"董事长,董事",人,1014011
于秀媛,女,56,002581,"副董事长,董事",人,1014012
杨晓敏,女,56,002581,董事,人,1014013
罗德顺,男,53,002581,董事,人,1014014
涂勇,男,44,002581,独立董事,人,1014015
倪健,男,55,002581,独立董事,人,1014016
赵琰,男,46,002581,独立董事,人,1014017
王卫,男,48,002352,"董事长,董事",人,1014018
林哲莹,男,53,002352,"副董事长,董事",人,1014019
杜浩洋,男,47,002352,董事,人,1014020
罗世礼,男,56,002352,董事,人,1014021
伍玮婷,女,47,002352,董事,人,1014022
张懿宸,男,55,002352,董事,人,1014023
张锐,男,53,002352,董事,人,1014024
刘澄伟,男,48,002352,董事,人,1014025
周永健,男,67,002352,独立董事,人,1014026
周忠惠,男,71,002352,独立董事,人,1014027
金李,男,48,002352,独立董事,人,1014028
叶迪奇,男,70,002352,独立董事,人,1014029
陈惠劼,男,50,200058,"董事长,董事",人,1014030
刘志军,男,50,200058,董事,人,1014031
张光柳,男,56,200058,董事,人,1014032
徐腊平,男,40,200058,董事,人,1014033
张良,男,47,200058,董事,人,1014034
李罗力,男,71,200058,独立董事,人,1014035
范值清,男,69,200058,独立董事,人,1014036
宋萍萍,女,51,200058,独立董事,人,1014037
陈代华,男,55,600266,"董事长,董事",人,1014038
储昭武,男,53,600266,董事,人,1014039
张财广,男,56,600266,董事,人,1014040
梁伟明,男,50,600266,董事,人,1014041
陈行,男,50,600266,独立董事,人,1014042
宋建波,女,53,600266,独立董事,人,1014043
周清杰,男,49,600266,独立董事,人,1014044
肖占鹏,男,55,000695,"董事长,董事",人,1014045
郭锐,男,37,000695,董事,人,1014046
张虹霞,女,51,000695,董事,人,1014047
纪秀荣,女,55,000695,董事,人,1014048
樊登义,男,64,000695,独立董事,人,1014049
冼国明,男,64,000695,独立董事,人,1014050
李莉,女,56,000695,独立董事,人,1014051
滕用庄,男,40,002702,"董事长,董事",人,1014052
滕用严,男,39,002702,董事,人,1014053
滕用伟,男,45,002702,董事,人,1014054
刘锦德,男,45,002702,董事,人,1014055
吴丹,男,44,002702,独立董事,人,1014056
刘微芳,女,48,002702,独立董事,人,1014057
肖阳,男,55,002702,独立董事,人,1014058
陈彦,女,41,600636,"董事长,董事",人,1014059
徐忠伟,男,56,600636,"副董事长,董事",人,1014060
陈燕华,男,44,600636,董事,人,1014061
姚勇,男,35,600636,董事,人,1014062
王志学,男,36,600636,董事,人,1014063
姚世娴,女,52,600636,董事,人,1014064
王彦超,男,41,600636,独立董事,人,1014065
黄生,男,41,600636,独立董事,人,1014066
伍爱群,男,49,600636,独立董事,人,1014067
付永全,男,50,300290,"董事长,董事",人,1014068
齐政,男,46,300290,"副董事长,董事",人,1014069
冯丽,女,52,300290,董事,人,1014070
尹春福,男,45,300290,董事,人,1014071
林木西,男,64,300290,董事,人,1014072
崔万田,男,45,300290,董事,人,1014073
王莉,女,53,300290,独立董事,人,1014074
吴凤君,男,45,300290,独立董事,人,1014075
李华才,男,66,300290,独立董事,人,1014076
林耀棠,男,57,600323,"董事长,董事",人,1014077
金铎,女,52,600323,"副董事长,董事",人,1014078
章民驹,男,53,600323,董事,人,1014079
李丽萍,女,50,600323,董事,人,1014080
李志斌,男,48,600323,董事,人,1014081
杨格,男,35,600323,独立董事,人,1014082
纪建斌,男,47,600323,独立董事,人,1014083
麦志荣,男,47,600323,独立董事,人,1014084
文开福,男,52,002217,"董事长,董事",人,1014085
陈贵生,男,50,002217,董事,人,1014086
金波,男,41,002217,董事,人,1014087
李德军,男,44,002217,董事,人,1014088
文璟,女,29,002217,董事,人,1014089
郑国清,男,37,002217,董事,人,1014090
王元坤,男,26,002217,董事,人,1014091
何为,男,44,002217,独立董事,人,1014092
吴育辉,男,40,002217,独立董事,人,1014093
谢岭,男,47,002217,独立董事,人,1014094
李文峰,男,45,002217,独立董事,人,1014095
朱贤麟,男,57,600773,"董事长,董事",人,1014096
曾云,男,50,600773,董事,人,1014097
陈卫东,男,49,600773,董事,人,1014098
王信菁,女,41,600773,董事,人,1014099
宋彭生,男,81,600773,董事,人,1014100
邵瑞庆,男,59,600773,独立董事,人,1014101
刘培森,男,56,600773,独立董事,人,1014102
魏飞,男,56,600773,独立董事,人,1014103
钟刚,男,40,600773,独立董事,人,1014104
闫伟,男,38,002647,"董事长,董事",人,1014105
丁云林,男,45,002647,董事,人,1014106
任荣,男,43,002647,董事,人,1014107
田铮,男,29,002647,董事,人,1014108
蔡乐华,男,58,002647,独立董事,人,1014109
黄河,女,59,002647,独立董事,人,1014110
康晓岳,男,54,002647,独立董事,人,1014111
曾凡跃,男,55,002647,独立董事,人,1014112
曲飞,男,48,600289,"董事长,董事",人,1014113
田绪文,男,48,600289,董事,人,1014114
方圆,女,40,600289,董事,人,1014115
王龙声,男,54,600289,董事,人,1014116
宋俊德,男,80,600289,董事,人,1014117
张立华,男,55,600289,董事,人,1014118
陈晓峰,男,45,600289,董事,人,1014119
杨放春,男,61,600289,独立董事,人,1014120
戴建平,男,72,600289,独立董事,人,1014121
万碧玉,男,45,600289,独立董事,人,1014122
陈晋蓉,女,59,600289,独立董事,人,1014123
莫晓宇,男,61,300101,"董事长,董事",人,1014124
谢俊,男,60,300101,"副董事长,董事",人,1014125
杨国勇,男,40,300101,董事,人,1014126
徐奕,男,44,300101,董事,人,1014127
柏杰,男,57,300101,董事,人,1014128
徐进,男,56,300101,董事,人,1014129
邹寿彬,男,72,300101,独立董事,人,1014130
傅江,男,54,300101,独立董事,人,1014131
赵泽松,男,64,300101,独立董事,人,1014132
李永喜,男,54,002169,"董事长,董事",人,1014133
芮冬阳,男,53,002169,"副董事长,董事",人,1014134
曹承锋,男,43,002169,董事,人,1014135
姜新宇,男,46,002169,董事,人,1014136
吴文忠,男,47,002169,董事,人,1014137
郑晓军,男,50,002169,董事,人,1014138
李业,男,66,002169,独立董事,人,1014139
阮永平,男,45,002169,独立董事,人,1014140
黄晓莉,女,46,002169,独立董事,人,1014141
李水荣,男,,002493,"董事长,董事",人,1014142
项炯炯,男,,002493,董事,人,1014143
全卫英,女,40,002493,董事,人,1014144
李彩娥,女,55,002493,董事,人,1014145
俞凤娣,女,50,002493,董事,人,1014146
李永庆,男,,002493,董事,人,1014147
俞毅,男,53,002493,独立董事,人,1014148
俞春萍,女,53,002493,独立董事,人,1014149
姚铮,男,61,002493,独立董事,人,1014150
石磊,男,44,000504,"董事长,董事",人,1014151
向双林,男,50,000504,董事,人,1014152
温潇,女,33,000504,董事,人,1014153
李滔,女,48,000504,董事,人,1014154
王咏梅,女,50,000504,独立董事,人,1014155
王强,男,48,000504,独立董事,人,1014156
徐仁和,男,56,000504,独立董事,人,1014157
牟嘉云,女,71,002539,"董事长,董事",人,1014158
宋睿,男,43,002539,"副董事长,董事",人,1014159
王生兵,男,46,002539,董事,人,1014160
张光喜,男,41,002539,董事,人,1014161
周伟,男,50,002539,董事,人,1014162
尹辉,男,44,002539,董事,人,1014163
钟扬飞,男,54,002539,独立董事,人,1014164
陈维亮,男,49,002539,独立董事,人,1014165
黄寰,男,41,002539,独立董事,人,1014166
张洪太,男,53,600118,"董事长,董事",人,1014167
葛玉君,男,52,600118,董事,人,1014168
赵小津,男,55,600118,董事,人,1014169
莫跃明,男,54,600118,董事,人,1014170
宋海丰,男,48,600118,董事,人,1014171
范维民,男,61,600118,董事,人,1014172
李杰,男,49,600118,董事,人,1014173
雷世文,男,54,600118,独立董事,人,1014174
郑卫军,男,51,600118,独立董事,人,1014175
刘登清,男,48,600118,独立董事,人,1014176
金占明,男,63,600118,独立董事,人,1014177
周勇,男,56,300044,"董事长,董事",人,1014178
商毛红,男,55,300044,董事,人,1014179
宁群仪,女,45,300044,董事,人,1014180
周晓清,男,54,300044,董事,人,1014181
周新宏,男,58,300044,董事,人,1014182
周斌,男,36,300044,董事,人,1014183
黄幼平,女,38,300044,独立董事,人,1014184
刘宁,女,50,300044,独立董事,人,1014185
胡振超,男,46,300044,独立董事,人,1014186
刘声向,男,47,000011,"董事长,董事",人,1014187
王航军,男,52,000011,董事,人,1014188
沈雪英,女,49,000011,董事,人,1014189
张世磊,男,42,000011,董事,人,1014190
魏晓东,男,48,000011,董事,人,1014191
王戈,男,47,000011,董事,人,1014192
袁鸿昌,男,47,000011,独立董事,人,1014193
梅永红,男,54,000011,独立董事,人,1014194
李青原,男,41,000011,独立董事,人,1014195
邢颖,男,59,002186,"董事长,董事",人,1014196
张力,男,53,002186,董事,人,1014197
周健,男,46,002186,董事,人,1014198
李源光,男,49,002186,董事,人,1014199
过以宏,男,54,002186,董事,人,1014200
叶菲,女,36,002186,董事,人,1014201
卢长才,男,45,002186,董事,人,1014202
韩雪松,男,51,002186,董事,人,1014203
邓小丰,女,64,002186,独立董事,人,1014204
王秀丽,女,53,002186,独立董事,人,1014205
傅穹,男,48,002186,独立董事,人,1014206
朱恒源,男,50,002186,独立董事,人,1014207
胡伟,男,56,600548,"董事长,董事",人,1014208
吴亚德,男,54,600548,董事,人,1014209
廖湘文,男,50,600548,董事,人,1014210
龚涛涛,女,45,600548,董事,人,1014211
陈元钧,男,57,600548,董事,人,1014212
陈燕,女,46,600548,董事,人,1014213
范志勇,男,45,600548,董事,人,1014214
陈凯,男,52,600548,董事,人,1014215
蔡曙光,男,63,600548,独立董事,人,1014216
温兆华,男,57,600548,独立董事,人,1014217
陈晓露,女,43,600548,独立董事,人,1014218
白华,男,49,600548,独立董事,人,1014219
王雪颖,女,41,300414,"董事长,董事",人,1014220
周辉,男,43,300414,董事,人,1014221
雷成勇,男,46,300414,董事,人,1014222
魏军锋,男,43,300414,董事,人,1014223
夏从年,女,78,300414,董事,人,1014224
朱成,男,55,300414,董事,人,1014225
黄兴旺,男,49,300414,独立董事,人,1014226
金智,男,37,300414,独立董事,人,1014227
文岐业,男,41,300414,独立董事,人,1014228
廖廷君,男,50,000912,"董事长,董事",人,1014229
赵永清,男,53,000912,董事,人,1014230
刘勇,男,52,000912,董事,人,1014231
杨勇,男,49,000912,独立董事,人,1014232
谢洪燕,女,,000912,独立董事,人,1014233
陈会利,男,55,002755,"董事长,董事",人,1014234
胡德新,男,55,002755,董事,人,1014235
曲维孟,男,57,002755,董事,人,1014236
马耀川,男,34,002755,董事,人,1014237
李山,男,65,002755,独立董事,人,1014238
李友生,男,64,002755,独立董事,人,1014239
乔宪一,男,64,002755,独立董事,人,1014240
刘选民,男,55,000768,"董事长,董事",人,1014241
何胜强,男,53,000768,董事,人,1014242
李广兴,男,56,000768,董事,人,1014243
李守泽,男,57,000768,董事,人,1014244
罗继德,男,49,000768,董事,人,1014245
王广亚,男,53,000768,董事,人,1014246
庄仁敏,女,58,000768,董事,人,1014247
陈希敏,男,61,000768,独立董事,人,1014248
杨秀云,女,50,000768,独立董事,人,1014249
杨为乔,男,48,000768,独立董事,人,1014250
杨乃定,男,54,000768,独立董事,人,1014251
李玉萍,女,54,000768,独立董事,人,1014252
周凯,男,70,000768,外部董事,人,1014253
李万强,男,47,000768,外部董事,人,1014254
文广,男,45,600231,"董事长,董事",人,1014255
马育民,男,53,600231,董事,人,1014256
王运琪,男,54,600231,董事,人,1014257
李占东,男,44,600231,董事,人,1014258
卢亚东,男,58,600231,董事,人,1014259
冯亚军,男,47,600231,董事,人,1014260
石洪卫,男,55,600231,独立董事,人,1014261
刘继伟,男,57,600231,独立董事,人,1014262
韩凌,男,47,600231,独立董事,人,1014263
薛志勇,男,45,002305,"董事长,董事",人,1014264
吴咸发,男,46,002305,董事,人,1014265
谭永忠,男,50,002305,董事,人,1014266
秦普高,男,49,002305,董事,人,1014267
刘异伟,男,46,002305,董事,人,1014268
李亚丹,女,37,002305,董事,人,1014269
武琳,女,38,002305,董事,人,1014270
刘红霞,女,55,002305,独立董事,人,1014271
吴建滨,男,57,002305,独立董事,人,1014272
梁伟,男,48,002305,独立董事,人,1014273
彭忠波,男,38,002305,独立董事,人,1014274
谭旭光,男,57,000338,"董事长,董事",人,1014275
徐新玉,男,55,000338,董事,人,1014276
孙少军,男,53,000338,董事,人,1014277
张泉,男,55,000338,董事,人,1014278
袁宏明,男,53,000338,董事,人,1014279
严鉴铂,男,56,000338,董事,人,1014280
江奎,男,54,000338,董事,人,1014281
Gordon Riske,男,60,000338,董事,人,1014282
王曰普,男,56,000338,董事,人,1014283
Michael Macht,,58,000338,董事,人,1014284
宁向东,男,53,000338,独立董事,人,1014285
王贡勇,男,46,000338,独立董事,人,1014286
闻道才,男,61,000338,独立董事,人,1014287
李洪武,男,56,000338,独立董事,人,1014288
张忠,男,50,000338,独立董事,人,1014289
刘辉,男,45,603108,"董事长,董事",人,1014290
黄俊朝,男,64,603108,董事,人,1014291
仝文斌,男,46,603108,董事,人,1014292
陈政,男,45,603108,董事,人,1014293
胡震宁,男,44,603108,董事,人,1014294
罗祁峰,男,42,603108,董事,人,1014295
顾中宪,女,64,603108,独立董事,人,1014296
